gene,variable,pval,FDR,ensembl_gene_id,CHR,start,end,entrezgene_id
FBXL3,conditionTB,0,0,ENSG00000005812,13,76992598,77027195,26224
FBXL4,conditionTB,2.40E-04,4.27E-04,ENSG00000112234,6,98868535,98948006,26235
FBXL5,conditionTB,2.10E-05,4.10E-05,ENSG00000118564,4,15604381,15681679,26234
FBXL6,conditionTB,0.44,0.489894015,ENSG00000182325,8,144355431,144359376,26233
FBXL8,conditionTB,0.23,0.273122557,ENSG00000135722,16,67159932,67164570,55336
FBXO10,conditionTB,6.70E-09,1.72E-08,ENSG00000147912,9,37510892,37576380,26267
FBXO11,conditionTB,1.30E-05,2.59E-05,ENSG00000138081,2,47789316,47906498,80204
FBXO15,conditionTB,0.17,0.207408313,ENSG00000141665,18,74073353,74147843,201456
FBXO18,conditionTB,0.039,0.053406645,ENSG00000134452,10,5890203,5937594,84893
FBXO2,conditionTB,0.0071,0.010747692,ENSG00000116661,1,11637018,11655785,26232
FBXO21,conditionTB,0.18,0.218540146,ENSG00000135108,12,117141991,117190471,23014
FBXO22,conditionTB,1.20E-04,2.20E-04,ENSG00000167196,15,75903876,75942511,26263
FBXO24,conditionTB,0.48,0.529995258,ENSG00000106336,7,100583982,100601117,26261
FBXO25,conditionTB,0.028,0.0391216,ENSG00000147364,8,406428,477967,26260
FBXO28,conditionTB,0.0022,0.003539252,ENSG00000143756,1,224114111,224162047,23219
FBXO3,conditionTB,0.26,0.305347567,ENSG00000110429,11,33740939,33774543,26273
FBXO30,conditionTB,0,0,ENSG00000118496,6,145793502,145814795,84085
FBXO31,conditionTB,1.90E-04,3.41E-04,ENSG00000103264,16,87326987,87392142,79791
FBXO32,conditionTB,0.0041,0.006394865,ENSG00000156804,8,123497889,123541206,114907
FBXO33,conditionTB,1.90E-06,4.08E-06,ENSG00000165355,14,39397669,39432500,254170
FBXO34,conditionTB,8.10E-04,0.001367652,ENSG00000178974,14,55271344,55370053,55030
FBXO36,conditionTB,0.08,0.103755686,ENSG00000153832,2,229922302,230013119,130888
FBXO38,conditionTB,2.70E-11,7.97E-11,ENSG00000145868,5,148383935,148442836,81545
FBXO39,conditionTB,1.70E-08,4.23E-08,ENSG00000177294,17,6776215,6797101,162517
FBXO4,conditionTB,0.0091,0.013576636,ENSG00000151876,5,41925254,41941743,26272
FBXO40,conditionTB,0.52,0.569570398,ENSG00000163833,3,121593379,121630295,51725
FBXO41,conditionTB,0,0,ENSG00000163013,2,73254682,73284478,150726
FBXO42,conditionTB,0.75,0.783359498,ENSG00000037637,1,16246840,16352480,54455
FBXO44,conditionTB,0.0092,0.013715578,ENSG00000132879,1,11654375,11663327,93611
FBXO45,conditionTB,7.00E-13,2.27E-12,ENSG00000174013,3,196568611,196589059,200933
FBXO46,conditionTB,0.22,0.262452186,ENSG00000177051,19,45710629,45730896,23403
FBXO48,conditionTB,1.30E-06,2.82E-06,ENSG00000204923,2,68459422,68467294,554251
FBXO5,conditionTB,0.21,0.251338016,ENSG00000112029,6,152970519,152983579,26271
FBXO6,conditionTB,0,0,ENSG00000116663,1,11664200,11674354,26270
FBXO7,conditionTB,0.0094,0.013994331,ENSG00000100225,22,32474676,32498829,25793
FBXO8,conditionTB,0.29,0.336590796,ENSG00000164117,4,174236658,174283667,26269
FBXO9,conditionTB,0,0,ENSG00000112146,6,53051991,53100873,26268
FBXW10,conditionTB,2.10E-09,5.57E-09,ENSG00000171931,17,18744026,18779349,10517
FBXW11,conditionTB,8.40E-12,2.56E-11,ENSG00000072803,5,171861549,172006873,23291
FBXW2,conditionTB,3.00E-11,8.84E-11,ENSG00000119402,9,120751978,120793416,26190
FBXW4,conditionTB,0.025,0.03522945,ENSG00000107829,10,101610664,101695295,6468
FBXW5,conditionTB,7.00E-12,2.14E-11,ENSG00000159069,9,136940435,136944738,54461
FBXW7,conditionTB,0,0,ENSG00000109670,4,152320544,152536092,55294
FBXW8,conditionTB,1.20E-05,2.40E-05,ENSG00000174989,12,116910950,117031148,26259
FBXW9,conditionTB,0.028,0.0391216,ENSG00000132004,19,12688053,12696631,84261
FCAMR,conditionTB,0.15,0.184765935,ENSG00000162897,1,206957965,206970625,83953
FCAR,conditionTB,0,0,ENSG00000186431,19,54874235,54891420,2204
FCER1A,conditionTB,0.24,0.283767454,ENSG00000179639,1,159289714,159308224,2205
FCER1G,conditionTB,0.17,0.207408313,ENSG00000158869,1,161215234,161220699,2207
FCER2,conditionTB,0.075,0.097651663,ENSG00000104921,19,7688758,7702146,2208
FCF1,conditionTB,1,1,ENSG00000119616,14,74713144,74738620,51077
FCGBP,conditionTB,0.16,0.19639111,ENSG00000275395,19,39863323,39934626,8857
FCGR1A,conditionTB,0.042,0.057156326,ENSG00000150337,1,149782671,149791675,2209
FCGR1B,conditionTB,0.32,0.368017121,ENSG00000198019,1,121087345,121097161,
FCGR2A,conditionTB,1.60E-04,2.89E-04,ENSG00000143226,1,161505430,161524013,2212
FCGR2B,conditionTB,0,0,ENSG00000072694,1,161663147,161678654,2213
FCGR2C,conditionTB,0,0,ENSG00000244682,1,161581339,161605662,
FCGR3A,conditionTB,0,0,ENSG00000203747,1,161541759,161550737,2214
FCGR3B,conditionTB,0,0,ENSG00000162747,1,161623196,161631963,2215
FCGRT,conditionTB,0,0,ENSG00000104870,19,49506816,49526428,2217
FCHO1,conditionTB,1.10E-07,2.59E-07,ENSG00000130475,19,17747718,17788568,23149
FCHO2,conditionTB,0,0,ENSG00000157107,5,72956041,73090522,115548
FCHSD1,conditionTB,0.54,0.588157156,ENSG00000197948,5,141639302,141651418,89848
FCHSD2,conditionTB,0.55,0.597744244,ENSG00000137478,11,72836745,73142318,9873
FCMR,conditionTB,1.40E-08,3.50E-08,ENSG00000162894,1,206903317,206923247,9214
FCN1,conditionTB,0,0,ENSG00000085265,9,134903232,134917912,2219
FCRL1,conditionTB,0.46,0.510088889,ENSG00000163534,1,157794403,157820120,115350
FCRL2,conditionTB,0.0011,0.001825104,ENSG00000132704,1,157745733,157777132,79368
FCRL3,conditionTB,0,0,ENSG00000160856,1,157674321,157700769,115352
FCRL4,conditionTB,1.10E-06,2.40E-06,ENSG00000163518,1,157573747,157598085,83417
FCRL5,conditionTB,0.81,0.835349867,ENSG00000143297,1,157513377,157552515,83416
FCRL6,conditionTB,0.43,0.479907341,ENSG00000181036,1,159800511,159816257,343413
FCRLA,conditionTB,0.79,0.817197009,ENSG00000132185,1,161706972,161714352,84824
FCRLB,conditionTB,8.00E-08,1.90E-07,ENSG00000162746,1,161721563,161728143,127943
FDFT1,conditionTB,0.023,0.032548972,ENSG00000079459,8,11795573,11839304,2222
FDPS,conditionTB,0.25,0.294519393,ENSG00000160752,1,155308748,155320666,2224
FDX1,conditionTB,0,0,ENSG00000137714,11,110429948,110464884,2230
FDX1L,conditionTB,0.0011,0.001825104,ENSG00000267673,19,10310045,10316015,112812
FDXACB1,conditionTB,4.30E-07,9.68E-07,ENSG00000255561,11,111874056,111881243,91893
FDXR,conditionTB,1.20E-04,2.20E-04,ENSG00000161513,17,74862497,74873031,2232
FECH,conditionTB,0,0,ENSG00000066926,18,57544377,57586732,2235
FEM1A,conditionTB,0.71,0.747278343,ENSG00000141965,19,4791734,4801273,55527
FEM1B,conditionTB,0,0,ENSG00000169018,15,68277745,68295862,10116
FEM1C,conditionTB,0,0,ENSG00000145780,5,115520908,115544775,56929
FEN1,conditionTB,0.015,0.021781334,ENSG00000168496,11,61792911,61797238,2237
FER,conditionTB,2.50E-05,4.85E-05,ENSG00000151422,5,108747841,109196841,2241
FERMT2,conditionTB,0,0,ENSG00000073712,14,52857268,52952435,10979
FERMT3,conditionTB,3.50E-10,9.70E-10,ENSG00000149781,11,64206678,64223891,83706
FES,conditionTB,0,0,ENSG00000182511,15,90883695,90895776,2242
FEZ1,conditionTB,0,0,ENSG00000149557,11,125442881,125592568,9638/105369550
FEZ2,conditionTB,0.8,0.826501035,ENSG00000171055,2,36531805,36646087,9637
FFAR2,conditionTB,4.20E-13,1.38E-12,ENSG00000126262,19,35443907,35451767,2867
FFAR3,conditionTB,7.90E-04,0.001335982,ENSG00000185897,19,35358460,35360489,2865
FFAR4,conditionTB,4.60E-08,1.11E-07,ENSG00000186188,10,93566665,93604480,338557
FGD1,conditionTB,0.23,0.273122557,ENSG00000102302,X,54445454,54496234,2245
FGD2,conditionTB,2.90E-13,9.60E-13,ENSG00000146192,6,37005646,37029069,221472
FGD3,conditionTB,7.60E-12,2.32E-11,ENSG00000127084,9,92947523,93036236,89846
FGD4,conditionTB,0,0,ENSG00000139132,12,32399558,32646050,121512
FGD5,conditionTB,0.043,0.05835237,ENSG00000154783,3,14810853,14934571,152273
FGD6,conditionTB,0,0,ENSG00000180263,12,95076749,95217482,55785
FGF11,conditionTB,0.83,0.8530793,ENSG00000161958,17,7438273,7444937,2256
FGF2,conditionTB,0.022,0.031209666,ENSG00000138685,4,122826708,122898236,2247
FGF7,conditionTB,0.6,0.645606469,ENSG00000140285,15,49423237,49488775,2252
FGF9,conditionTB,2.10E-04,3.76E-04,ENSG00000102678,13,21671073,21704498,2254
FGFBP2,conditionTB,0,0,ENSG00000137441,4,15960245,15969309,83888
FGFBP3,conditionTB,0.52,0.569570398,ENSG00000174721,10,91906584,91909486,143282
FGFR1,conditionTB,0,0,ENSG00000077782,8,38400215,38468834,2260
FGFR1OP,conditionTB,0.65,0.691946667,ENSG00000213066,6,166999317,167094789,11116
FGFR1OP2,conditionTB,0.41,0.459863531,ENSG00000111790,12,26938470,26966650,26127
FGFR2,conditionTB,4.40E-06,9.17E-06,ENSG00000066468,10,121478332,121598458,2263
FGFR3,conditionTB,0.098,0.125034791,ENSG00000068078,4,1793293,1808872,2261
FGFRL1,conditionTB,0,0,ENSG00000127418,4,1009936,1026898,53834
FGGY,conditionTB,0.017,0.024502166,ENSG00000172456,1,59296638,59810647,55277
FGL2,conditionTB,0,0,ENSG00000127951,7,77193369,77199848,10875
FGR,conditionTB,0,0,ENSG00000000938,1,27612064,27635185,2268
FH,conditionTB,0.94,0.947459241,ENSG00000091483,1,241497511,241519799,2271
FHAD1,conditionTB,0,0,ENSG00000142621,1,15236521,15400283,114827
FHDC1,conditionTB,0.29,0.336590796,ENSG00000137460,4,152936323,152979671,85462
FHIT,conditionTB,0.31,0.357753366,ENSG00000189283,3,59747277,61251459,2272
FHL1,conditionTB,0.0054,0.008298372,ENSG00000000971,X,136146702,136211359,2273
FHL2,conditionTB,0.62,0.664261943,ENSG00000115641,2,105357712,105438513,2274
FHL3,conditionTB,1.20E-07,2.82E-07,ENSG00000183386,1,37996770,38005606,2275
FHOD1,conditionTB,0,0,ENSG00000135723,16,67229387,67247481,29109
FIBP,conditionTB,0,0,ENSG00000172500,11,65883740,65888531,9158
FICD,conditionTB,1.30E-12,4.14E-12,ENSG00000198855,12,108515277,108525837,11153
FIG4,conditionTB,2.20E-16,8.48E-16,ENSG00000112367,6,109690609,109878098,9896
FIGF,conditionTB,3.20E-04,5.62E-04,ENSG00000165197,X,15345596,15384413,2277
FIGNL1,conditionTB,0,0,ENSG00000132436,7,50444128,50542535,63979
FILIP1,conditionTB,0.23,0.273122557,ENSG00000118407,6,75291859,75493800,27145
FILIP1L,conditionTB,0.41,0.459863531,ENSG00000168386,3,99828811,100114513,11259
FIP1L1,conditionTB,0.92,0.931129301,ENSG00000145216,4,53377641,53460862,81608
FIS1,conditionTB,1.80E-07,4.17E-07,ENSG00000214253,7,101239458,101252316,51024
FITM2,conditionTB,6.70E-08,1.60E-07,ENSG00000197296,20,44302840,44311202,128486
FIZ1,conditionTB,0.58,0.626789388,ENSG00000179943,19,55591376,55601970,84922
FJX1,conditionTB,0.0019,0.003077176,ENSG00000179431,11,35618460,35620865,24147
FKBP11,conditionTB,9.40E-06,1.90E-05,ENSG00000134285,12,48921518,48926474,51303
FKBP14,conditionTB,0.031,0.043080565,ENSG00000106080,7,30010587,30026702,55033
FKBP15,conditionTB,0,0,ENSG00000119321,9,113161006,113221318,23307
FKBP1A,conditionTB,0,0,ENSG00000088832,20,1368977,1393164,2280
FKBP1B,conditionTB,0.0048,0.007426154,ENSG00000119782,2,24049701,24063681,2281
FKBP2,conditionTB,0.43,0.479907341,ENSG00000173486,11,64241003,64244132,2286
FKBP3,conditionTB,4.50E-04,7.80E-04,ENSG00000100442,14,45115599,45135319,2287
FKBP4,conditionTB,0,0,ENSG00000004478,12,2794970,2805423,2288
FKBP5,conditionTB,4.30E-12,1.33E-11,ENSG00000096060,6,35573585,35728583,2289
FKBP7,conditionTB,7.70E-05,1.44E-04,ENSG00000079150,2,178463664,178478600,51661
FKBP8,conditionTB,0,0,ENSG00000105701,19,18531751,18544077,23770
FKBP9,conditionTB,0,0,ENSG00000119782,7,32957404,33006930,11328
FKBPL,conditionTB,0.074,0.096448507,ENSG00000204315,6,32128707,32130288,63943
FKRP,conditionTB,4.90E-11,1.43E-10,ENSG00000181027,19,46746046,46776988,79147
FKTN,conditionTB,2.00E-04,3.59E-04,ENSG00000106692,9,105558122,105653820,2218
FLAD1,conditionTB,8.40E-04,0.001415569,ENSG00000160688,1,154983338,154993111,80308
FLCN,conditionTB,1.00E-08,2.53E-08,ENSG00000154803,17,17212212,17237188,201163
FLG,conditionTB,0.24,0.283767454,ENSG00000077782,1,152302165,152325239,2312
FLI1,conditionTB,0,0,ENSG00000151702,11,128686535,128813267,2313
FLII,conditionTB,0.079,0.102515835,ENSG00000177731,17,18244815,18258738,2314
FLNA,conditionTB,7.10E-14,2.43E-13,ENSG00000196924,X,154348524,154374634,2316
FLNB,conditionTB,2.50E-04,4.43E-04,ENSG00000136068,3,58008398,58172251,2317
FLOT1,conditionTB,3.80E-06,7.95E-06,ENSG00000137312,6,30727709,30742732,10211
FLOT2,conditionTB,1.10E-16,4.29E-16,ENSG00000132589,17,28879335,28897733,2319
FLRT1,conditionTB,0.04,0.054674232,ENSG00000126500,11,64035931,64119173,23769
FLRT2,conditionTB,0.2,0.240606165,ENSG00000185070,14,85530144,85654428,23768
FLT1,conditionTB,0,0,ENSG00000102755,13,28300346,28495145,2321
FLT3,conditionTB,0.058,0.076995344,ENSG00000122025,13,28003274,28100592,2322
FLT3LG,conditionTB,1.10E-05,2.21E-05,ENSG00000090554,19,49474207,49486231,2323
FLT4,conditionTB,0.11,0.138761286,ENSG00000037280,5,180601506,180649624,2324
FLVCR1,conditionTB,0.0032,0.00504803,ENSG00000162769,1,212858275,212899363,28982
FLVCR2,conditionTB,0.11,0.138761286,ENSG00000119686,14,75578620,75663214,55640
FLYWCH1,conditionTB,0,0,ENSG00000059122,16,2911931,2951208,84256
FLYWCH2,conditionTB,1.10E-16,4.29E-16,ENSG00000162076,16,2883213,2899382,114984
FMN1,conditionTB,1.40E-05,2.78E-05,ENSG00000248905,15,32765544,33194714,342184
FMNL1,conditionTB,0.06,0.079393882,ENSG00000184922,17,45221444,45247319,752
FMNL2,conditionTB,0.01,0.014813401,ENSG00000157827,2,152335174,152649826,114793
FMNL3,conditionTB,0,0,ENSG00000161791,12,49636499,49708165,91010
FMO4,conditionTB,2.50E-07,5.74E-07,ENSG00000076258,1,171314183,171342084,2329
FMO5,conditionTB,0.4,0.450201386,ENSG00000131781,1,147175351,147243050,2330
FMR1,conditionTB,0,0,ENSG00000102081,X,147911919,147951125,2332
FN1,conditionTB,1.90E-12,6.00E-12,ENSG00000115414,2,215360440,215436073,2335
FN3K,conditionTB,7.90E-12,2.41E-11,ENSG00000167363,17,82735615,82751196,64122
FN3KRP,conditionTB,8.10E-10,2.20E-09,ENSG00000141560,17,82716706,82730328,79672
FNBP1,conditionTB,1.50E-11,4.49E-11,ENSG00000187239,9,129887187,130043194,23048
FNBP1L,conditionTB,1.10E-16,4.29E-16,ENSG00000137942,1,93448118,93554661,54874
FNBP4,conditionTB,0,0,ENSG00000109920,11,47716494,47767443,23360
FNDC3A,conditionTB,0.29,0.336590796,ENSG00000102531,13,48975912,49209779,22862
FNDC3B,conditionTB,0,0,ENSG00000075420,3,172039578,172401669,64778
FNDC5,conditionTB,0.14,0.173380606,ENSG00000160097,1,32862268,32872482,252995
FNDC9,conditionTB,0.0035,0.005505122,ENSG00000172568,5,157341598,157345677,408263
FNIP1,conditionTB,1.80E-05,3.54E-05,ENSG00000217128,5,131641714,131797063,96459
FNIP2,conditionTB,0,0,ENSG00000052795,4,158769026,158908050,57600
FNTA,conditionTB,3.80E-06,7.95E-06,ENSG00000168522,8,43034194,43085788,2339
FNTB,conditionTB,1.10E-08,2.77E-08,ENSG00000257365,14,64986895,65062652,2342/100529261
FOCAD,conditionTB,1.40E-07,3.27E-07,ENSG00000188352,9,20658309,20995955,54914
FOLR2,conditionTB,8.00E-08,1.90E-07,ENSG00000165457,11,72216601,72221950,2350
FOLR3,conditionTB,0.35,0.3992,ENSG00000110203,11,72114869,72139892,2352
FOPNL,conditionTB,5.10E-08,1.23E-07,ENSG00000133393,16,15865719,15888625,123811
FOS,conditionTB,0.11,0.138761286,ENSG00000170345,14,75278826,75282230,2353
FOSB,conditionTB,0,0,ENSG00000125740,19,45467995,45475179,2354
FOSL1,conditionTB,0,0,ENSG00000175592,11,65892049,65900573,8061
FOSL2,conditionTB,0,0,ENSG00000075426,2,28392448,28417317,2355
FOXC1,conditionTB,9.00E-04,0.001513213,ENSG00000054598,6,1609915,1613897,2296
FOXD2,conditionTB,0.013,0.019033428,ENSG00000186564,1,47438044,47440691,2306
FOXD4,conditionTB,0.0051,0.007865901,ENSG00000170122,9,116231,118417,2298
FOXD4L1,conditionTB,1.90E-04,3.41E-04,ENSG00000184492,2,113498665,113501155,200350
FOXD4L4,conditionTB,0.3,0.347245464,ENSG00000184659,9,65736555,65738784,349334
FOXD4L5,conditionTB,0.021,0.029879022,ENSG00000204779,9,65282101,65285209,653427
FOXD4L6,conditionTB,1.60E-04,2.89E-04,ENSG00000273514,9,41126435,41128681,653404
FOXJ2,conditionTB,0,0,ENSG00000065970,12,8032716,8055517,55810
FOXJ3,conditionTB,2.30E-04,4.10E-04,ENSG00000198815,1,42176539,42335877,22887
FOXK1,conditionTB,3.40E-07,7.72E-07,ENSG00000164916,7,4682295,4771442,221937
FOXK2,conditionTB,0,0,ENSG00000141568,17,82519713,82644662,3607
FOXM1,conditionTB,0.37,0.419954509,ENSG00000111206,12,2857680,2877174,2305
FOXN2,conditionTB,0,0,ENSG00000170802,2,48314637,48379295,3344
FOXN3,conditionTB,0.39,0.440045223,ENSG00000053254,14,89124871,89619149,1112
FOXO1,conditionTB,4.10E-07,9.25E-07,ENSG00000150907,13,40555667,40666641,2308
FOXO3,conditionTB,0,0,ENSG00000118689,6,108559835,108684774,2309
FOXO4,conditionTB,0.41,0.459863531,ENSG00000184481,X,71095851,71103532,4303
FOXP1,conditionTB,0,0,ENSG00000114861,3,70954708,71583989,27086
FOXP2,conditionTB,0.48,0.529995258,ENSG00000128573,7,114086327,114693772,93986
FOXP3,conditionTB,2.00E-10,5.61E-10,ENSG00000049768,X,49250438,49270477,50943
FOXP4,conditionTB,2.10E-13,7.01E-13,ENSG00000137166,6,41546381,41602384,116113
FOXRED1,conditionTB,7.30E-15,2.62E-14,ENSG00000110074,11,126269055,126278131,55572
FOXRED2,conditionTB,0,0,ENSG00000100350,22,36487190,36507043,80020
FPGS,conditionTB,0.31,0.357753366,ENSG00000136877,9,127794597,127814327,2356
FPGT,conditionTB,0,0,ENSG00000254685,1,74198238,74234086,8790
FPR1,conditionTB,0.51,0.559714084,ENSG00000171051,19,51745172,51804110,2357
FPR2,conditionTB,2.30E-09,6.08E-09,ENSG00000171049,19,51752026,51770531,2358
FPR3,conditionTB,0,0,ENSG00000187474,19,51795157,51826190,2359
FRA10AC1,conditionTB,0.63,0.673478194,ENSG00000148690,10,93667883,93702592,118924
FRAT1,conditionTB,2.60E-06,5.51E-06,ENSG00000165879,10,97319271,97321915,10023
FRAT2,conditionTB,0,0,ENSG00000181274,10,97332497,97334729,23401
FREM1,conditionTB,0.65,0.691946667,ENSG00000164946,9,14737152,14910995,158326
FRG1,conditionTB,1.60E-05,3.16E-05,ENSG00000109536,4,189940870,189963202,2483
FRK,conditionTB,0.01,0.014813401,ENSG00000111816,6,115931149,116060891,2444
FRMD3,conditionTB,0.3,0.347245464,ENSG00000172159,9,83242990,83538546,257019
FRMD4A,conditionTB,0,0,ENSG00000151474,10,13643706,14462142,55691
FRMD4B,conditionTB,0,0,ENSG00000114541,3,69168782,69542583,23150
FRMD5,conditionTB,0.83,0.8530793,ENSG00000171877,15,43870761,44195271,84978
FRMD6,conditionTB,2.10E-13,7.01E-13,ENSG00000139926,14,51489100,51730727,122786
FRMD7,conditionTB,8.20E-13,2.64E-12,ENSG00000165694,X,132076990,132128020,90167
FRMD8,conditionTB,0.001,0.001667502,ENSG00000126391,11,65386621,65413525,83786
FRMPD3,conditionTB,0.39,0.440045223,ENSG00000147234,X,107449652,107605255,84443
FRRS1,conditionTB,1.10E-04,2.02E-04,ENSG00000156869,1,99703970,99766635,391059
FRS2,conditionTB,0.71,0.747278343,ENSG00000166225,12,69470349,69579793,10818
FRS3,conditionTB,0.038,0.052185571,ENSG00000137218,6,41770176,41786542,10817
FRY,conditionTB,0,0,ENSG00000073910,13,31846713,32299125,10129
FRYL,conditionTB,9.40E-08,2.23E-07,ENSG00000075539,4,48497357,48780322,285527
FSBP,conditionTB,0.25,0.294519393,ENSG00000265817,8,94378377,94436952,100861412
FSCN1,conditionTB,0,0,ENSG00000075618,7,5592816,5606655,6624
FSCN2,conditionTB,0.093,0.119199706,ENSG00000186765,17,81528377,81537130,25794
FSD1L,conditionTB,0,0,ENSG00000106701,9,105447796,105552433,83856
FSD2,conditionTB,0.067,0.087923734,ENSG00000186628,15,82755362,82806070,123722
FSIP1,conditionTB,0.43,0.479907341,ENSG00000150667,15,39588357,39782841,161835
FSIP2,conditionTB,0.16,0.19639111,ENSG00000188738,2,185738804,185833290,401024
FSTL1,conditionTB,5.60E-09,1.44E-08,ENSG00000163430,3,120392293,120450993,11167
FSTL3,conditionTB,0.33,0.378582806,ENSG00000070404,19,676392,683392,10272
FTCDNL1,conditionTB,9.80E-12,2.97E-11,ENSG00000226124,2,199760544,199851192,348751
FTH1,conditionTB,0,0,ENSG00000167996,11,61959718,61967634,2495
FTL,conditionTB,0.011,0.016229356,ENSG00000087086,19,48965309,48966879,2512
FTO,conditionTB,1.90E-15,7.01E-15,ENSG00000140718,16,53701692,54158512,79068
FTSJ1,conditionTB,6.60E-10,1.80E-09,ENSG00000068438,X,48476021,48486364,24140
FTSJ2,conditionTB,0,0,ENSG00000122687,7,2234195,2242205,29960
FTSJ3,conditionTB,0,0,ENSG00000108592,17,63819433,63830012,117246
FUBP1,conditionTB,0,0,ENSG00000162613,1,77944055,77979110,8880
FUBP3,conditionTB,7.30E-05,1.36E-04,ENSG00000107164,9,130578965,130638352,8939
FUCA1,conditionTB,0,0,ENSG00000179163,1,23845077,23868290,2517
FUCA2,conditionTB,0,0,ENSG00000001036,6,143494812,143511720,2519
FUK,conditionTB,9.30E-15,3.32E-14,ENSG00000157353,16,70454595,70480274,197258
FUNDC1,conditionTB,0.22,0.262452186,ENSG00000069509,X,44523639,44542859,139341
FUNDC2,conditionTB,3.10E-15,1.13E-14,ENSG00000165775,X,155025980,155060304,65991
FUOM,conditionTB,0.0027,0.004300547,ENSG00000148803,10,133355158,133358025,282969
FURIN,conditionTB,1.40E-05,2.78E-05,ENSG00000140564,15,90868588,90883564,5045
FUS,conditionTB,0,0,ENSG00000089280,16,31180138,31191605,2521
FUT1,conditionTB,0.12,0.150519795,ENSG00000174951,19,48748011,48755390,2523
FUT10,conditionTB,1.40E-07,3.27E-07,ENSG00000172728,8,33370824,33473146,84750
FUT11,conditionTB,0.48,0.529995258,ENSG00000196968,10,73772276,73780251,170384
FUT2,conditionTB,0.58,0.626789388,ENSG00000176920,19,48695971,48705951,2524
FUT4,conditionTB,5.20E-11,1.51E-10,ENSG00000196371,11,94543921,94549895,2526
