ensembl_gene_id	gene_biotype	hgnc_symbol
ENSG00000130943	protein_coding	PKDREJ
ENSG00000112053	protein_coding	SLC26A8
ENSG00000254856	processed_pseudogene	NDUFA3P2
ENSG00000172538	protein_coding	FAM170B
ENSG00000273584	sense_intronic	
ENSG00000256262	antisense	USP30-AS1
ENSG00000282522	transcribed_unprocessed_pseudogene	PKD1P1
ENSG00000259267	lincRNA	
ENSG00000133818	protein_coding	RRAS2
ENSG00000277870	lincRNA	
ENSG00000188694	protein_coding	KRTAP24-1
ENSG00000105223	protein_coding	PLD3
ENSG00000260808	lincRNA	
ENSG00000138376	protein_coding	BARD1
ENSG00000258972	processed_pseudogene	NDUFB8P1
ENSG00000276092	sense_intronic	
ENSG00000277017	lincRNA	
ENSG00000258603	antisense	
ENSG00000240371	processed_pseudogene	RPS4XP13
ENSG00000140990	protein_coding	NDUFB10
ENSG00000264236	processed_pseudogene	
ENSG00000101680	protein_coding	LAMA1
ENSG00000277125	unprocessed_pseudogene	
ENSG00000260399	unprocessed_pseudogene	
ENSG00000178980	protein_coding	SEPW1
ENSG00000179219	lincRNA	LINC00311
ENSG00000258802	processed_pseudogene	
ENSG00000226685	protein_coding	CT47A12
ENSG00000251294	antisense	
ENSG00000203971	lincRNA	
ENSG00000262461	transcribed_unprocessed_pseudogene	SPDYE9P
ENSG00000103089	protein_coding	FA2H
ENSG00000230347	protein_coding	CT47A8
ENSG00000269482	antisense	
ENSG00000255329	processed_pseudogene	H2AFZP4
ENSG00000254484	sense_intronic	
ENSG00000251569	protein_coding	
ENSG00000247570	processed_pseudogene	SDCBPP2
ENSG00000059728	protein_coding	MXD1
ENSG00000102038	protein_coding	SMARCA1
ENSG00000253617	processed_pseudogene	
ENSG00000204616	protein_coding	TRIM31
ENSG00000074201	protein_coding	CLNS1A
ENSG00000089847	protein_coding	ANKRD24
ENSG00000249319	protein_coding	
ENSG00000107175	protein_coding	CREB3
ENSG00000279138	TEC	
ENSG00000254739	antisense	
ENSG00000187742	protein_coding	SECISBP2
ENSG00000253165	lincRNA	
ENSG00000261567	lincRNA	
ENSG00000168916	protein_coding	ZNF608
ENSG00000235299	processed_pseudogene	MRPL53P1
ENSG00000150636	protein_coding	CCDC102B
ENSG00000250674	lincRNA	
ENSG00000254313	processed_pseudogene	
ENSG00000275457	antisense	
ENSG00000253561	lincRNA	
ENSG00000239226	processed_pseudogene	MRPS17P3
ENSG00000248514	antisense	
ENSG00000166105	protein_coding	GLB1L3
ENSG00000253593	lincRNA	
ENSG00000278716	lincRNA	
ENSG00000277576	unprocessed_pseudogene	
ENSG00000230489	antisense	VAV3-AS1
ENSG00000275511	protein_coding	KIR3DL2
ENSG00000069020	protein_coding	MAST4
ENSG00000228904	processed_pseudogene	USP8P1
ENSG00000136026	protein_coding	CKAP4
ENSG00000253652	lincRNA	
ENSG00000155158	protein_coding	TTC39B
ENSG00000128245	protein_coding	YWHAH
ENSG00000225571	unprocessed_pseudogene	
ENSG00000106976	protein_coding	DNM1
ENSG00000277448	lincRNA	
ENSG00000253194	antisense	
ENSG00000066923	protein_coding	STAG3
ENSG00000107242	protein_coding	PIP5K1B
ENSG00000023228	protein_coding	NDUFS1
ENSG00000280003	TEC	
ENSG00000271240	processed_pseudogene	
ENSG00000227151	protein_coding	PRR20D
ENSG00000183354	protein_coding	KIAA2026
ENSG00000253627	lincRNA	
ENSG00000258660	antisense	
ENSG00000076043	protein_coding	REXO2
ENSG00000254442	processed_pseudogene	
ENSG00000276452	protein_coding	LILRB1
ENSG00000164287	protein_coding	CDC20B
ENSG00000225048	unprocessed_pseudogene	OR2AD1P
ENSG00000274688	processed_pseudogene	
ENSG00000110395	protein_coding	CBL
ENSG00000119661	protein_coding	DNAL1
ENSG00000278001	processed_pseudogene	
ENSG00000229328	protein_coding	OR2W1
ENSG00000256912	processed_pseudogene	
ENSG00000231371	processed_pseudogene	AKR1B1P8
ENSG00000196243	lincRNA	LINC00615
ENSG00000271162	processed_pseudogene	
ENSG00000237608	unprocessed_pseudogene	OR2P1P
ENSG00000274185	protein_coding	LILRA4
ENSG00000261559	processed_pseudogene	FSCN1P1
ENSG00000198363	protein_coding	ASPH
ENSG00000234558	processed_pseudogene	API5P1
ENSG00000282485	lincRNA	LINC00235
ENSG00000218337	processed_pseudogene	
ENSG00000231071	processed_pseudogene	
ENSG00000254689	lincRNA	
ENSG00000227859	unprocessed_pseudogene	MAS1LP1
ENSG00000015520	protein_coding	NPC1L1
ENSG00000278476	processed_pseudogene	
ENSG00000261147	protein_coding	
ENSG00000275297	processed_transcript	
ENSG00000267273	lincRNA	
ENSG00000225226	lincRNA	
ENSG00000260112	processed_pseudogene	
ENSG00000261672	lincRNA	
ENSG00000254123	lincRNA	
ENSG00000214433	transcribed_unprocessed_pseudogene	GOLGA2P8
ENSG00000180259	protein_coding	PRNT
ENSG00000118257	protein_coding	NRP2
ENSG00000204688	protein_coding	OR2H1
ENSG00000206515	protein_coding	MAS1L
ENSG00000180772	protein_coding	AGTR2
ENSG00000127580	protein_coding	WDR24
ENSG00000169504	protein_coding	CLIC4
ENSG00000274549	unprocessed_pseudogene	
ENSG00000224597	antisense	SVIL-AS1
ENSG00000167363	protein_coding	FN3K
ENSG00000279511	TEC	
ENSG00000179934	protein_coding	CCR8
ENSG00000257848	processed_pseudogene	
ENSG00000234948	lincRNA	LINC01524
ENSG00000153317	protein_coding	ASAP1
ENSG00000128254	processed_transcript	C22orf24
ENSG00000232056	lincRNA	
ENSG00000230283	processed_pseudogene	RPS12P24
ENSG00000228998	transcribed_processed_pseudogene	
ENSG00000244734	protein_coding	HBB
ENSG00000241874	processed_pseudogene	TOMM22P6
ENSG00000270488	processed_pseudogene	
ENSG00000274124	antisense	
ENSG00000229539	antisense	
ENSG00000258881	protein_coding	
ENSG00000258135	lincRNA	
ENSG00000182768	protein_coding	NGRN
ENSG00000103148	protein_coding	NPRL3
ENSG00000234801	processed_pseudogene	MORF4
ENSG00000137203	protein_coding	TFAP2A
ENSG00000274818	lincRNA	
ENSG00000213370	processed_pseudogene	RANP6
ENSG00000274867	processed_pseudogene	
ENSG00000217631	processed_pseudogene	
ENSG00000161509	protein_coding	GRIN2C
ENSG00000149328	protein_coding	GLB1L2
ENSG00000248285	sense_overlapping	
ENSG00000230390	lincRNA	LINC01048
ENSG00000276676	protein_coding	KIR2DS5
ENSG00000257885	processed_pseudogene	PHBP18
ENSG00000239701	processed_pseudogene	
ENSG00000258051	processed_pseudogene	
ENSG00000232954	lincRNA	LINC00374
ENSG00000144596	protein_coding	GRIP2
ENSG00000133935	protein_coding	C14orf1
ENSG00000250237	lincRNA	
ENSG00000241216	transcribed_processed_pseudogene	SNAPC5P1
ENSG00000278595	lincRNA	
ENSG00000167390	processed_pseudogene	POM121L3P
ENSG00000282071	lincRNA	
ENSG00000253721	processed_pseudogene	SUMO2P20
ENSG00000110888	protein_coding	CAPRIN2
ENSG00000233545	processed_pseudogene	CYCSP33
ENSG00000261206	lincRNA	LINC00561
ENSG00000249183	processed_pseudogene	SUMO2P4
ENSG00000124089	protein_coding	MC3R
ENSG00000267729	antisense	
ENSG00000274863	lincRNA	
ENSG00000145063	lincRNA	
ENSG00000166851	protein_coding	PLK1
ENSG00000264577	antisense	
ENSG00000232551	processed_pseudogene	
ENSG00000275226	lincRNA	LINC00547
ENSG00000198077	protein_coding	CYP2A7
ENSG00000145451	protein_coding	GLRA3
ENSG00000259169	unprocessed_pseudogene	GNRHR2P1
ENSG00000230980	processed_pseudogene	RPL36AP39
ENSG00000240505	protein_coding	TNFRSF13B
ENSG00000178394	protein_coding	HTR1A
ENSG00000204022	protein_coding	LIPJ
ENSG00000172728	protein_coding	FUT10
ENSG00000232914	unprocessed_pseudogene	TRAPPC2P4
ENSG00000203907	protein_coding	OOEP
ENSG00000229493	protein_coding	HLA-DQB2
ENSG00000231656	unprocessed_pseudogene	FAM90A18P
ENSG00000168268	protein_coding	NT5DC2
ENSG00000145012	protein_coding	LPP
ENSG00000234821	processed_pseudogene	MRPS33P4
ENSG00000281912	lincRNA	LINC01144
ENSG00000228058	lincRNA	
ENSG00000275582	antisense	
ENSG00000135119	protein_coding	RNFT2
ENSG00000234315	processed_pseudogene	OSTCP5
ENSG00000271952	lincRNA	
ENSG00000269487	antisense	
ENSG00000231332	antisense	OOEP-AS1
ENSG00000237205	processed_pseudogene	RPL7P34
ENSG00000172977	protein_coding	KAT5
ENSG00000226017	antisense	PRICKLE2-AS3
ENSG00000239732	protein_coding	TLR9
ENSG00000234269	processed_pseudogene	
ENSG00000204624	protein_coding	PTCHD2
ENSG00000164430	protein_coding	MB21D1
ENSG00000275358	lincRNA	
ENSG00000259031	lincRNA	
ENSG00000243993	lincRNA	
ENSG00000260088	lincRNA	
ENSG00000100288	protein_coding	CHKB
ENSG00000225447	processed_pseudogene	RPS15AP10
ENSG00000241111	antisense	
ENSG00000257771	lincRNA	
ENSG00000225230	antisense	
ENSG00000018625	protein_coding	ATP1A2
ENSG00000250565	protein_coding	ATP6V1E2
ENSG00000268104	protein_coding	SLC6A14
ENSG00000125046	protein_coding	SSUH2
ENSG00000255561	protein_coding	FDXACB1
ENSG00000229439	processed_pseudogene	RPS17P1
ENSG00000049089	protein_coding	COL9A2
ENSG00000145526	protein_coding	CDH18
ENSG00000277975	unprocessed_pseudogene	CSTP2
ENSG00000183092	protein_coding	BEGAIN
ENSG00000119699	protein_coding	TGFB3
ENSG00000234426	lincRNA	
ENSG00000179008	protein_coding	C14orf39
ENSG00000262833	antisense	
ENSG00000250708	lincRNA	
ENSG00000276191	protein_coding	CRHR1
ENSG00000273987	sense_intronic	
ENSG00000083857	protein_coding	FAT1
ENSG00000162337	protein_coding	LRP5
ENSG00000226468	processed_pseudogene	
ENSG00000261924	antisense	
ENSG00000281157	antisense	ARHGEF26-AS1
ENSG00000262410	sense_intronic	
ENSG00000251216	lincRNA	
ENSG00000253551	antisense	
ENSG00000125863	protein_coding	MKKS
ENSG00000259496	processed_pseudogene	
ENSG00000250043	lincRNA	
ENSG00000075673	protein_coding	ATP12A
ENSG00000002746	protein_coding	HECW1
ENSG00000213471	unitary_pseudogene	TTLL13P
ENSG00000230125	processed_pseudogene	EEF1A1P39
ENSG00000122674	protein_coding	CCZ1
ENSG00000131504	protein_coding	DIAPH1
ENSG00000254450	sense_intronic	ALG9-IT1
ENSG00000277101	protein_coding	ARHGEF26
ENSG00000279407	TEC	
ENSG00000198586	protein_coding	TLK1
ENSG00000131626	protein_coding	PPFIA1
ENSG00000254949	processed_pseudogene	GNG5P3
ENSG00000177051	protein_coding	FBXO46
ENSG00000235594	processed_pseudogene	
ENSG00000243224	antisense	
ENSG00000234278	protein_coding	PRR20E
ENSG00000105281	protein_coding	SLC1A5
ENSG00000131059	protein_coding	BPIFA3
ENSG00000243581	processed_pseudogene	RPS29P25
ENSG00000282763	antisense	
ENSG00000250957	lincRNA	
ENSG00000235912	processed_pseudogene	
ENSG00000230843	lincRNA	
ENSG00000229802	protein_coding	SLC39A7
ENSG00000251213	lincRNA	
ENSG00000089022	protein_coding	MAPKAPK5
ENSG00000232083	processed_pseudogene	RPL31P7
ENSG00000139832	protein_coding	RAB20
ENSG00000268975	protein_coding	MIA-RAB4B
ENSG00000262662	antisense	
ENSG00000232465	lincRNA	
ENSG00000163637	protein_coding	PRICKLE2
ENSG00000262313	antisense	
ENSG00000259309	lincRNA	
ENSG00000239810	protein_coding	PRAMEF11
ENSG00000282750	unprocessed_pseudogene	CCL3P1
ENSG00000237892	sense_intronic	KLF7-IT1
ENSG00000083223	protein_coding	ZCCHC6
ENSG00000128266	protein_coding	GNAZ
ENSG00000232263	protein_coding	KRTAP25-1
ENSG00000281111	lincRNA	
ENSG00000250914	processed_pseudogene	
ENSG00000251587	processed_pseudogene	LDHAP1
ENSG00000213859	protein_coding	KCTD11
ENSG00000225785	lincRNA	
ENSG00000229199	processed_transcript	
ENSG00000124357	protein_coding	NAGK
ENSG00000090097	protein_coding	PCBP4
ENSG00000178188	protein_coding	SH2B1
ENSG00000176542	protein_coding	KIAA2018
ENSG00000173366	protein_coding	
ENSG00000223367	protein_coding	RPS18
ENSG00000180626	protein_coding	ZNF594
ENSG00000164175	protein_coding	SLC45A2
ENSG00000278692	protein_coding	KIR2DL2
ENSG00000162076	protein_coding	FLYWCH2
ENSG00000253390	lincRNA	
ENSG00000075618	protein_coding	FSCN1
ENSG00000253483	processed_pseudogene	
ENSG00000109956	protein_coding	B3GAT1
ENSG00000229077	protein_coding	SLC44A4
ENSG00000268112	antisense	
ENSG00000206559	protein_coding	ZCWPW2
ENSG00000277893	protein_coding	SRD5A2
ENSG00000250076	processed_pseudogene	
ENSG00000165584	protein_coding	SSX3
ENSG00000239254	processed_pseudogene	
ENSG00000259441	processed_pseudogene	MRPL15P1
ENSG00000140575	protein_coding	IQGAP1
ENSG00000235174	processed_pseudogene	RPL39P3
ENSG00000247596	protein_coding	TWF2
ENSG00000134287	protein_coding	ARF3
ENSG00000273763	processed_pseudogene	
ENSG00000124098	protein_coding	FAM210B
ENSG00000276781	protein_coding	CHGA
ENSG00000198783	protein_coding	ZNF830
ENSG00000248563	processed_pseudogene	RPSAP2
ENSG00000129990	protein_coding	SYT5
ENSG00000172974	processed_pseudogene	
ENSG00000261759	antisense	
ENSG00000257199	processed_pseudogene	
ENSG00000134884	protein_coding	ARGLU1
ENSG00000235685	processed_pseudogene	
ENSG00000080007	protein_coding	DDX43
ENSG00000261427	protein_coding	
ENSG00000262333	processed_pseudogene	HNRNPA1P16
ENSG00000282389	unprocessed_pseudogene	
ENSG00000196497	protein_coding	IPO4
ENSG00000279040	TEC	
ENSG00000262402	processed_pseudogene	
ENSG00000232835	lincRNA	
ENSG00000157322	protein_coding	CLEC18A
ENSG00000248655	processed_pseudogene	NOP56P1
ENSG00000255545	processed_transcript	
ENSG00000257586	unprocessed_pseudogene	
ENSG00000275735	protein_coding	KIR2DS2
ENSG00000279562	TEC	
ENSG00000215568	protein_coding	GAB4
ENSG00000125779	protein_coding	PANK2
ENSG00000264026	lincRNA	
ENSG00000091704	protein_coding	CPA1
ENSG00000253502	processed_pseudogene	ATP6V1G1P2
ENSG00000236607	processed_pseudogene	EEF1DP8
ENSG00000273093	lincRNA	
ENSG00000229894	processed_pseudogene	
ENSG00000165794	protein_coding	SLC39A2
ENSG00000107147	protein_coding	KCNT1
ENSG00000254573	lincRNA	
ENSG00000111875	protein_coding	ASF1A
ENSG00000254989	lincRNA	
ENSG00000149654	protein_coding	CDH22
ENSG00000276086	protein_coding	KIR3DL3
ENSG00000270232	processed_pseudogene	
ENSG00000270124	lincRNA	
ENSG00000182606	protein_coding	TRAK1
ENSG00000228672	protein_coding	PROB1
ENSG00000233975	lincRNA	
ENSG00000228563	antisense	
ENSG00000270230	processed_pseudogene	
ENSG00000236387	lincRNA	
ENSG00000119041	protein_coding	GTF3C3
ENSG00000278440	processed_pseudogene	
ENSG00000230090	processed_transcript	
ENSG00000260965	processed_pseudogene	RPL23AP91
ENSG00000251168	lincRNA	
ENSG00000233069	antisense	
ENSG00000271687	processed_pseudogene	MTND5P10
ENSG00000262888	sense_overlapping	
ENSG00000069011	protein_coding	PITX1
ENSG00000282698	processed_pseudogene	RPL3P10
ENSG00000271456	processed_pseudogene	
ENSG00000167004	protein_coding	PDIA3
ENSG00000231527	processed_transcript	
ENSG00000242488	transcribed_processed_pseudogene	
ENSG00000276250	antisense	
ENSG00000257095	antisense	
ENSG00000265443	lincRNA	
ENSG00000118495	protein_coding	PLAGL1
ENSG00000266490	lincRNA	
ENSG00000224721	antisense	
ENSG00000234048	processed_pseudogene	FAM96AP1
ENSG00000257237	unprocessed_pseudogene	
ENSG00000258578	processed_pseudogene	
ENSG00000270350	processed_pseudogene	
ENSG00000225921	protein_coding	NOL7
ENSG00000213045	processed_pseudogene	
ENSG00000078804	protein_coding	TP53INP2
ENSG00000162782	protein_coding	TDRD5
ENSG00000224128	antisense	LINC01248
ENSG00000248978	unprocessed_pseudogene	
ENSG00000280069	TEC	
ENSG00000139767	protein_coding	SRRM4
ENSG00000255259	processed_pseudogene	ZNF123P
ENSG00000270906	processed_pseudogene	
ENSG00000169402	protein_coding	RSPH10B2
ENSG00000228515	protein_coding	MAS1L
ENSG00000227006	antisense	
ENSG00000274082	unprocessed_pseudogene	
ENSG00000185015	protein_coding	CA13
ENSG00000276870	protein_coding	PLA2G10
ENSG00000147400	protein_coding	CETN2
ENSG00000143641	protein_coding	GALNT2
ENSG00000256847	processed_pseudogene	CCND2P1
ENSG00000253986	lincRNA	
ENSG00000249452	processed_pseudogene	
ENSG00000224184	lincRNA	
ENSG00000230335	processed_pseudogene	DNAJB5P1
ENSG00000273066	processed_transcript	
ENSG00000282508	processed_transcript	LINC01002
ENSG00000238260	antisense	
ENSG00000229179	processed_pseudogene	
ENSG00000236604	processed_pseudogene	LYPLA2P3
ENSG00000196912	protein_coding	ANKRD36B
ENSG00000272368	antisense	
ENSG00000211644	IG_V_gene	IGLV1-51
ENSG00000281376	antisense	ABALON
ENSG00000229857	processed_pseudogene	
ENSG00000137393	protein_coding	RNF144B
ENSG00000211643	IG_V_gene	IGLV5-52
ENSG00000111877	protein_coding	MCM9
ENSG00000233256	antisense	
ENSG00000178449	protein_coding	COX14
ENSG00000235925	protein_coding	LY6G6C
ENSG00000043039	protein_coding	BARX2
ENSG00000274957	protein_coding	KIR2DS4
ENSG00000130958	protein_coding	SLC35D2
ENSG00000185900	protein_coding	POMK
ENSG00000010017	protein_coding	RANBP9
ENSG00000107929	protein_coding	LARP4B
ENSG00000261822	antisense	
ENSG00000232564	antisense	
ENSG00000086848	protein_coding	ALG9
ENSG00000236850	processed_transcript	BMS1P20
ENSG00000240121	processed_pseudogene	RPS27P20
ENSG00000225736	protein_coding	OR2B3
ENSG00000281386	lincRNA	
ENSG00000142765	protein_coding	SYTL1
ENSG00000281097	lincRNA	LINC01395
ENSG00000226192	unprocessed_pseudogene	OR2J1
ENSG00000224407	antisense	
ENSG00000255188	processed_pseudogene	
ENSG00000231044	protein_coding	NELFE
ENSG00000167371	protein_coding	PRRT2
ENSG00000215049	processed_pseudogene	PRDX2P1
ENSG00000137814	protein_coding	HAUS2
ENSG00000278824	processed_pseudogene	
ENSG00000280204	polymorphic_pseudogene	OR1S1
ENSG00000278078	unprocessed_pseudogene	
ENSG00000235905	protein_coding	TRIM15
ENSG00000257458	antisense	
ENSG00000176887	protein_coding	SOX11
ENSG00000070610	protein_coding	GBA2
ENSG00000180881	protein_coding	CAPS2
ENSG00000109466	protein_coding	KLHL2
ENSG00000233303	antisense	XXYLT1-AS1
ENSG00000242540	3prime_overlapping_ncrna	
ENSG00000124275	protein_coding	MTRR
ENSG00000230266	antisense	XXYLT1-AS2
ENSG00000258144	lincRNA	
ENSG00000261434	sense_overlapping	
ENSG00000237606	processed_pseudogene	
ENSG00000248791	processed_pseudogene	
ENSG00000270718	processed_pseudogene	
ENSG00000116016	protein_coding	EPAS1
ENSG00000227862	processed_pseudogene	HNRNPA1P31
ENSG00000206340	protein_coding	C4A
ENSG00000197122	protein_coding	SRC
ENSG00000164879	protein_coding	CA3
ENSG00000141425	protein_coding	RPRD1A
ENSG00000226683	processed_pseudogene	PWWP2AP1
ENSG00000254900	antisense	
ENSG00000227233	processed_pseudogene	CICP17
ENSG00000231222	processed_pseudogene	ARF4P4
ENSG00000272779	transcribed_unprocessed_pseudogene	
ENSG00000248635	unprocessed_pseudogene	
ENSG00000235933	lincRNA	
ENSG00000173950	protein_coding	XXYLT1
ENSG00000274756	processed_pseudogene	
ENSG00000253327	antisense	RAD21-AS1
ENSG00000274294	lincRNA	
ENSG00000259341	lincRNA	
ENSG00000183161	protein_coding	FANCF
ENSG00000164366	protein_coding	CCDC127
ENSG00000239500	processed_pseudogene	
ENSG00000104738	protein_coding	MCM4
ENSG00000275594	protein_coding	ADAM32
ENSG00000162630	protein_coding	B3GALT2
ENSG00000260774	processed_transcript	
ENSG00000223827	processed_transcript	
ENSG00000166676	protein_coding	TVP23A
ENSG00000173093	protein_coding	CCDC63
ENSG00000197258	processed_pseudogene	EIF4BP6
ENSG00000231003	protein_coding	C6orf25
ENSG00000277043	processed_pseudogene	EEF1A1P42
ENSG00000225329	processed_transcript	LHFPL3-AS2
ENSG00000157978	protein_coding	LDLRAP1
ENSG00000113282	protein_coding	CLINT1
ENSG00000267471	processed_pseudogene	
ENSG00000113318	protein_coding	MSH3
ENSG00000134371	protein_coding	CDC73
ENSG00000272834	antisense	
ENSG00000187416	protein_coding	LHFPL3
ENSG00000112599	protein_coding	GUCA1B
ENSG00000092871	protein_coding	RFFL
ENSG00000279624	protein_coding	
ENSG00000204612	protein_coding	FOXB2
ENSG00000174326	protein_coding	SLC16A11
ENSG00000232851	processed_pseudogene	ATP5J2P3
ENSG00000279512	TEC	
ENSG00000234262	unprocessed_pseudogene	
ENSG00000230648	antisense	
ENSG00000253534	TR_V_gene	TRBV6-8
ENSG00000255366	lincRNA	
ENSG00000273807	protein_coding	
ENSG00000274695	lincRNA	
ENSG00000272248	lincRNA	
ENSG00000180475	protein_coding	OR10Q1
ENSG00000254348	processed_pseudogene	
ENSG00000232474	sense_intronic	NCKAP5-IT1
ENSG00000172938	protein_coding	MRGPRD
ENSG00000232029	processed_pseudogene	TCEB1P15
ENSG00000282236	TR_V_pseudogene	TRBV5-2
ENSG00000248347	unprocessed_pseudogene	
ENSG00000261625	sense_overlapping	
ENSG00000226953	antisense	
ENSG00000277110	TR_V_gene	TRBV6-5
ENSG00000135953	protein_coding	MFSD9
ENSG00000124103	protein_coding	FAM209A
ENSG00000260830	antisense	
ENSG00000261583	antisense	
ENSG00000230080	processed_pseudogene	
ENSG00000248531	unprocessed_pseudogene	NDUFA5P12
ENSG00000237460	lincRNA	
ENSG00000132680	protein_coding	KIAA0907
ENSG00000271239	lincRNA	
ENSG00000188873	processed_pseudogene	RPL10AP2
ENSG00000120215	protein_coding	MLANA
ENSG00000235996	antisense	
ENSG00000279969	lincRNA	
ENSG00000253291	TR_V_gene	TRBV7-7
ENSG00000077721	protein_coding	UBE2A
ENSG00000234787	lincRNA	LINC00458
ENSG00000215548	unprocessed_pseudogene	
ENSG00000067900	protein_coding	ROCK1
ENSG00000271101	processed_pseudogene	
ENSG00000120725	protein_coding	SIL1
ENSG00000159433	protein_coding	STARD9
ENSG00000148634	protein_coding	HERC4
ENSG00000228721	processed_pseudogene	
ENSG00000204356	protein_coding	NELFE
ENSG00000260785	lincRNA	CASC17
ENSG00000253817	processed_pseudogene	
